epoch,num_steps,train_loss,val_loss,train_acc,val_acc,train_precision,val_precision,train_recall,val_recall,train_f1score,val_f1score,train_aucroc,val_aucroc
1,538,0.5784088571497056,0.5691750654402901,0.7424354672360948,0.7435212085996513,0.3031914893617021,0.0,0.0032281814577787,0.0,0.0063883440739703,0.0,0.5003343939486457,0.5
2,538,0.5700071089551352,0.5704803782350877,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
3,538,0.569654673725699,0.5696630057166604,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
4,538,0.5696817719027899,0.569258880089311,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
5,538,0.569573749673854,0.5698119156500873,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
6,538,0.5695258157403938,0.5684633070931715,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
7,538,0.5695523002555379,0.5712587745750651,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
8,538,0.5695918387418343,0.567935597808922,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
9,538,0.5695746359882745,0.5713636515771642,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
10,538,0.5695059525479171,0.569177685853313,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
11,538,0.5696604172093275,0.5691529455430367,0.7434377769062042,0.7435212085996513,0.41379310344827586,0.0,0.00067961714900606,0.0,0.0013570055411059596,0.0,0.5001737410534027,0.5
12,538,0.5697240220680556,0.570467555347611,0.7434377769062042,0.7434049970947124,0.0,0.0,0.0,0.0,0.0,0.0,0.49995115661144107,0.49992185057830574
13,538,0.5695823804928911,0.5687410380033886,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
14,538,0.5696189977422523,0.5700172650463441,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
15,538,0.5695597293430101,0.5692600651698954,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
16,538,0.5695809632761327,0.568324126303196,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
17,538,0.5695191777993313,0.5704148069900625,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
18,538,0.56955606548538,0.5703025153454613,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
19,538,0.5695268995921408,0.5699992815361303,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
20,538,0.5696045023468791,0.5694440984550644,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
