epoch,num_steps,train_loss,val_loss,train_acc,val_acc,train_precision,val_precision,train_recall,val_recall,train_f1score,val_f1score,train_aucroc,val_aucroc
1,538,0.5744352734000266,0.5647228846655172,0.7405615839398033,0.7434049970947124,0.2708803611738149,0.0,0.0067961714900605,0.0,0.0132596685082872,0.0,0.5002428028441237,0.4999218505783057
2,1076,0.5768344055819689,0.5709699935383267,0.7409828445257913,0.7415456130156886,0.3253012048192771,0.3191489361702128,0.0091748315115818,0.0067965564114182,0.0178463233269071,0.0133096716947648,0.5013051400446312,0.5008974967114922
3,1076,0.5686793174442305,0.5672816596649312,0.7425952557342281,0.7415456130156886,0.2913907284768212,0.373134328358209,0.0024919295463555,0.0113275940190303,0.0049415992812219,0.0219876868953386,0.5002007162580168,0.5023815212983553
4,1076,0.5692324319293508,0.5696222539301272,0.742972937638907,0.7435212085996513,0.2597402597402597,0.0,0.0011326952483434,0.0,0.0022555543024698,0.0,0.5000095329945999,0.5
5,1076,0.5673524812971792,0.5661297665701972,0.7432198834996586,0.7435212085996513,0.4019607843137255,0.0,0.0023220252591040383,0.0,0.0046173771045667,0.0,0.5005651232891332,0.5
6,1076,0.5664466707846046,0.5657304011009358,0.7433070408622768,0.7435212085996513,0.4,0.0,0.0015857733476808064,0.0,0.0031590229593275797,0.0,0.5003826022099453,0.5
7,1076,0.5664096182717709,0.5643073836962382,0.7431908310454526,0.7435212085996513,0.30357142857142855,0.0,0.0009627909610919182,0.0,0.0019194941568339639,0.0,0.5001004170497864,0.5
8,1076,0.5660390617346674,0.5647124650301757,0.7434813555875133,0.7424753050552004,0.4875,0.15384615384615385,0.0022087557342696947,0.0009062075215224287,0.0043975869651012005,0.0018018018018018018,0.5007038620809516,0.4995934601221242
9,1076,0.5649116069466208,0.5635318760518675,0.7429874638660101,0.7432887855897734,0.3448275862068966,0.0,0.0022653904966868665,0.0,0.004501209700106904,0.0,0.5003902757422478,0.4998437011566114
10,1076,0.5644699133184763,0.5633075477900329,0.7431617785912465,0.7428239395700175,0.4032258064516129,0.25,0.002831738120858583,0.001359311282283643,0.0056239806535065525,0.00270392068499324,0.5006929869097573,0.4999763108458933
11,1076,0.5646550701065578,0.5636291905685707,0.7430455687744222,0.7439860546194074,0.3620689655172414,0.7,0.0023786600215212096,0.0031717263253285004,0.004726270185112249,0.006314839873703203,0.5004664478600885,0.5013514148975815
12,1076,0.564604713654208,0.5646522550671189,0.7429003065033919,0.7436374201045903,0.3618421052631579,1.0,0.0031149119329444415,0.00045310376076121433,0.0061766522544780735,0.0009057971014492755,0.500609894228429,0.5002265518803806
13,1076,0.5638175655751867,0.5635425706704458,0.7434087244519981,0.7435212085996513,0.4841628959276018,0.0,0.006059919578637368,0.0,0.011970019017787225,0.0,0.5019163305301751,0.5
14,1076,0.5648501763556526,0.5631906615363227,0.743394198224895,0.7432887855897734,0.4811320754716981,0.4772727272727273,0.0057767457665515096,0.0095151789759855,0.011416419497453692,0.01865837405597512,0.5018138183349794,0.5029601527890244
