epoch,num_steps,train_loss,val_loss,train_acc,val_acc,train_precision,val_precision,train_recall,val_recall,train_f1score,val_f1score,train_aucroc,val_aucroc
1,538,0.5720781809667672,0.5680492112741751,0.7408666347089671,0.7434049970947124,0.3038793103448275,0.0,0.0079855015008212,0.0,0.0155620550742232,0.0,0.500837467849504,0.4999218505783057
2,538,0.5661252510481164,0.5624853977385689,0.743365145770689,0.7435212085996513,0.2916666666666667,0.0,0.0003964433369202,0.0,0.0007918104179627,0.0,0.5000321541473598,0.5
1,538,0.5678922813177996,0.5663038553560481,0.743379671997792,0.7435212085996513,0.2631578947368421,0.0,0.0002831738120858,0.0,0.0005657388549445,0.0,0.500004825418078,0.5
2,538,0.5659869015770774,0.5651682426824289,0.743394198224895,0.7435212085996513,0.4090909090909091,0.0,0.001019425723509,0.0,0.0020337834020676,0.0,0.5002557272412481,0.5
5,538,0.5676715902457893,0.5702571163282675,0.7434087244519981,0.7435212085996513,0.3870967741935484,0.0,0.00067961714900606,0.0,0.00135685210312076,0.0,0.500154203697979,0.5
6,538,0.5665622660994086,0.5650926543509259,0.7433506195435859,0.7435212085996513,0.23809523809523808,0.0,0.0002831738120858583,0.0,0.0005656748500961646,0.0,0.49998528806265435,0.5
7,538,0.5659507115312669,0.5627202619524563,0.7434813555875133,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.4999804626445764,0.5
8,538,0.5668606302219695,0.5672872566124972,0.7434813555875133,0.7435212085996513,0.4,0.0,0.00022653904966868664,0.0,0.000452821644874625,0.0,0.5000546574585636,0.5
9,538,0.5671584653810054,0.566351130604744,0.7434523031333072,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.49996092528915287,0.5
10,538,0.5671591833510806,0.5671538259176647,0.7435104080417193,0.7435212085996513,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
